the-synagoge.jpg,https://use2-uploads3.wikiart.org/images/konrad-witz/the-synagoge.jpg,Renaissance Art,Northern Renaissance,Konrad Witz,The Synagoge,1435,face,yes,0.85,0.077,0.077,0.308,0.077,0.077,0.154,0.154,0.077,0.308,0.154,0.154,0.154,0.154,0.077,0.308,0.077,0.077,0.154,0.308,0.0;;;;;
portrait-of-giovanni-arnolfini-1435.jpg,https://use2-uploads0.wikiart.org/images/jan-van-eyck/portrait-of-giovanni-arnolfini-1435.jpg,Renaissance Art,Northern Renaissance,Jan van Eyck,Portrait of Giovanni Arnolfini,1435,face,yes,0.91,0.091,0.091,0.091,0.455,0.0,0.091,0.0,0.0,0.091,0.182,0.0,0.091,0.091,0.0,0.0,0.0,0.091,0.091,0.455,0.0;;;;;
st-christopher.jpg,https://use2-uploads5.wikiart.org/images/konrad-witz/st-christopher.jpg,Renaissance Art,Northern Renaissance,Konrad Witz,St. Christopher,1435,face,yes,1.39,0.07,0.014,0.085,0.014,0.028,0.056,0.099,0.338,0.296,0.479,0.338,0.268,0.042,0.0,0.042,0.0,0.014,0.028,0.437,0.0;;;;;
virgin-and-child-in-an-interior.jpg,https://use2-uploads6.wikiart.org/images/robert-campin/virgin-and-child-in-an-interior.jpg,Renaissance Art,Northern Renaissance,Robert Campin,Virgin and Child in an Interior,1435,face,yes,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.357,0.214,0.571,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0;;;;;
the-lucca-madonna-1436.jpg,https://use2-uploads5.wikiart.org/images/jan-van-eyck/the-lucca-madonna-1436.jpg,Renaissance Art,Northern Renaissance,Jan van Eyck,The Lucca Madonna,1436,face,yes,0.75,0.083,0.0,0.083,0.0,0.0,0.0,0.083,0.083,0.417,0.167,0.833,0.333,0.0,0.083,0.0,0.0,0.0,0.0,0.25,0.0;;;;;
equestrian-monument-of-sir-john-hawkwood-1436.jpg,https://use2-uploads2.wikiart.org/images/paolo-uccello/equestrian-monument-of-sir-john-hawkwood-1436.jpg,Renaissance Art,Early Renaissance,Paolo Uccello,Equestrian Monument of Sir John Hawkwood,1436,face,yes,0.3,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0;;;;;
werl-altarpiece-1438.jpg,https://use2-uploads4.wikiart.org/images/robert-campin/werl-altarpiece-1438.jpg,Renaissance Art,Northern Renaissance,Robert Campin,Werl Altarpiece,1438,face,yes,0.82,0.0,0.0,0.182,0.091,0.091,0.0,0.0,0.273,0.273,0.273,0.091,0.091,0.091,0.182,0.182,0.091,0.0,0.091,0.455,0.0;;;;;
st-catherine-and-mary-magdalene.jpg,https://use2-uploads4.wikiart.org/images/konrad-witz/st-catherine-and-mary-magdalene.jpg,Renaissance Art,Northern Renaissance,Konrad Witz,St. Catherine and Mary Magdalene,1440,face,yes,2.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.4,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0;;;;;
crucifixion-and-saints.jpg,https://use2-uploads3.wikiart.org/images/andrea-del-castagno/crucifixion-and-saints.jpg,Renaissance Art,Early Renaissance,Andrea del Castagno,Crucifixion and Saints,1441,face,yes,0.8,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.1,0.1,0.1,0.1,0.0,0.2,0.2,0.7,0.3,0.0,0.1,0.3,0.0;;;;;
portrait-of-leonillo-d-este.jpg,https://use2-uploads7.wikiart.org/images/pisanello/portrait-of-leonillo-d-este.jpg,Renaissance Art,Early Renaissance,Pisanello,Portrait of Leonillo d&#39;Este,1441,face,yes,1.3,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.2,0.3,0.1,0.2,0.0,0.1,0.0,0.0,0.1,0.0,0.7,0.0;;;;
virgin-and-child-with-saints-and-donor-1441.jpg,https://use2-uploads8.wikiart.org/images/jan-van-eyck/virgin-and-child-with-saints-and-donor-1441.jpg,Renaissance Art,Northern Renaissance,Jan van Eyck,Virgin and Child with Saints and Donor,1441,face,yes,2.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.0;;;;;
annunciation.jpg,https://use2-uploads5.wikiart.org/images/filippo-lippi/annunciation.jpg,Renaissance Art,Early Renaissance,Filippo Lippi,Annunciation,1443,face,yes,1.62,0.13,0.013,0.117,0.013,0.0,0.0,0.026,0.364,0.312,0.403,0.234,0.208,0.0,0.026,0.026,0.0,0.026,0.026,0.701,0.0;;;;;
the-miraculous-draught-of-fishes-peter-s-altar-table-1444.jpg,https://use2-uploads3.wikiart.org/images/konrad-witz/the-miraculous-draught-of-fishes-peter-s-altar-table-1444.jpg,Renaissance Art,Northern Renaissance,Konrad Witz,The Miraculous Draught of Fishes (Peter&#39;s altar table),1444,face,yes,1.55,0.0,0.0,0.091,0.091,0.0,0.0,0.0,0.273,0.182,0.091,0.0,0.273,0.091,0.0,0.0,0.0,0.0,0.0,0.273,0.0;;;;
the-stigmatization-of-st-francis.jpg,https://use2-uploads3.wikiart.org/images/domenico-veneziano/the-stigmatization-of-st-francis.jpg,Renaissance Art,Early Renaissance,Domenico Veneziano,The Stigmatization of St. Francis,1445,face,yes,1.2,0.1,0.0,0.1,0.0,0.0,0.0,0.5,0.2,0.2,0.1,0.0,0.0,0.1,0.1,0.2,0.2,0.0,0.0,0.4,0.0;;;;;
coronation-of-the-virgin-1445.jpg,https://use2-uploads4.wikiart.org/images/filippo-lippi/coronation-of-the-virgin-1445.jpg,Renaissance Art,Early Renaissance,Filippo Lippi,Coronation of the Virgin,1445,face,yes,1.67,0.083,0.0,0.083,0.0,0.0,0.0,0.0,0.167,0.25,0.333,0.167,0.25,0.0,0.0,0.0,0.0,0.0,0.083,0.833,0.0;;;;;
st-john-in-the-desert.jpg,https://use2-uploads1.wikiart.org/images/domenico-veneziano/st-john-in-the-desert.jpg,Renaissance Art,Early Renaissance,Domenico Veneziano,St. John in the Desert,1445,face,yes,1.9,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0;;;;;
polyptych-of-the-virgin-the-annunciation-the-visitation-the-adoration-of-the-angels-and-the.jpg,https://use2-uploads0.wikiart.org/images/dirk-bouts/polyptych-of-the-virgin-the-annunciation-the-visitation-the-adoration-of-the-angels-and-the.jpg,Renaissance Art,Northern Renaissance,Dirk Bouts,Polyptych of the Virgin: The Annunciation, The Visitation, The Adoration Of The Angels and The Adoration Of The Kings,1445,face,yes,1.4,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.3,0.4,0.4,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.6,0.0;;;;;
portrait-of-charles-vii-king-of-france.jpg,https://use2-uploads3.wikiart.org/images/jean-fouquet/portrait-of-charles-vii-king-of-france.jpg,Renaissance Art,Northern Renaissance,Jean Fouquet,Portrait of Charles VII, King of France,1445,face,yes,0.7,0.1,0.0,0.0,0.2,0.1,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.4,0.0;;;;;
apparition-of-the-virgin-to-sts-anthony-abbot-and-george.jpg,https://use2-uploads0.wikiart.org/images/pisanello/apparition-of-the-virgin-to-sts-anthony-abbot-and-george.jpg,Renaissance Art,Early Renaissance,Pisanello,Apparition of the Virgin to Sts Anthony Abbot and George,1445,face,yes,1.43,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.214,0.214,0.214,0.429,0.214,0.071,0.071,0.0,0.0,0.0,0.071,0.429,0.0;;;;;
creation-of-adam-1445.jpg,https://use2-uploads5.wikiart.org/images/paolo-uccello/creation-of-adam-1445.jpg,Renaissance Art,Early Renaissance,Paolo Uccello,Creation of Adam,1445,face,yes,1.1,0.078,0.039,0.078,0.026,0.026,0.052,0.091,0.377,0.208,0.273,0.286,0.338,0.026,0.039,0.0,0.026,0.039,0.065,0.481,0.0;;;;;
potrait-of-a-carthusian-1446.jpg,https://use2-uploads5.wikiart.org/images/petrus-christus/potrait-of-a-carthusian-1446.jpg,Renaissance Art,Northern Renaissance,Petrus Christus,Potrait of a Carthusian,1446,face,yes,1.14,0.043,0.014,0.057,0.057,0.0,0.029,0.029,0.043,0.171,0.4,0.029,0.1,0.071,0.029,0.071,0.014,0.029,0.057,0.457,0.014;;;;;
edward-grimston-1446.jpg,https://use2-uploads6.wikiart.org/images/petrus-christus/edward-grimston-1446.jpg,Renaissance Art,Northern Renaissance,Petrus Christus,Edward Grimston,1446,face,yes,1.6,0.1,0.0,0.2,0.1,0.1,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.6,0.1;;;;;
the-last-supper-1447.jpg,https://use2-uploads1.wikiart.org/images/andrea-del-castagno/the-last-supper-1447.jpg,Renaissance Art,Early Renaissance,Andrea del Castagno,The Last Supper,1447,face,yes,1.82,0.091,0.0,0.091,0.091,0.091,0.091,0.182,0.455,0.455,0.364,0.455,0.182,0.091,0.091,0.364,0.091,0.091,0.091,0.636,0.0;;;;;
coronation-of-the-virgin-1447.jpg,https://use2-uploads4.wikiart.org/images/filippo-lippi/coronation-of-the-virgin-1447.jpg,Renaissance Art,Early Renaissance,Filippo Lippi,Coronation of the Virgin,1447,face,yes,1.27,0.091,0.091,0.091,0.273,0.091,0.091,0.091,0.455,0.182,0.091,0.182,0.091,0.091,0.091,0.182,0.091,0.091,0.091,0.636,0.0;;;;;
st-eligius-as-a-goldsmith-showing-a-ring-to-the-engaged-couple-1449.jpg,https://use2-uploads8.wikiart.org/images/petrus-christus/st-eligius-as-a-goldsmith-showing-a-ring-to-the-engaged-couple-1449.jpg,Renaissance Art,Northern Renaissance,Petrus Christus,St. Eligius as a goldsmith showing a ring to the engaged couple,1449,face,yes,1.8,0.2,0.0,0.1,0.2,0.0,0.0,0.0,0.2,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0;;;;;
portrait-of-a-princess-of-the-house-of-este-1449.jpg,https://use2-uploads1.wikiart.org/images/pisanello/portrait-of-a-princess-of-the-house-of-este-1449.jpg,Renaissance Art,Early Renaissance,Pisanello,Portrait of a Princess of the House of Este,1449,face,yes,0.9,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.1,0.8,0.0;;;;;
madonna-and-child-giving-blessings.jpg,https://use2-uploads2.wikiart.org/images/benozzo-gozzoli/madonna-and-child-giving-blessings.jpg,Renaissance Art,Early Renaissance,Benozzo Gozzoli,Madonna and Child Giving Blessings,1449,face,yes,1.33,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.167,0.583,0.333,0.5,0.167,0.0,0.083,0.083,0.0,0.0,0.083,0.5,0.0;;;;;
the-madonna-of-humility-adored-by-leonello-d-este.jpg,https://use2-uploads7.wikiart.org/images/jacopo-bellini/the-madonna-of-humility-adored-by-leonello-d-este.jpg,Renaissance Art,Early Renaissance,Jacopo Bellini,The Madonna of Humility adored by Leonello d&#39;Este,1450,face,yes,1.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.5,0.4,0.5,0.2,0.1,0.1,0.1,0.0,0.0,0.1,0.8,0.0;;;;
saint-ivo-1450.jpg,https://use2-uploads6.wikiart.org/images/rogier-van-der-weyden/saint-ivo-1450.jpg,Renaissance Art,Northern Renaissance,Rogier van der Weyden,Saint Ivo,1450,face,yes,1.23,0.0,0.0,0.154,0.0,0.0,0.0,0.077,0.154,0.077,0.154,0.0,0.0,0.0,0.077,0.231,0.0,0.0,0.0,0.462,0.0;;;;;
dante-alighieri.jpg,https://use2-uploads5.wikiart.org/images/andrea-del-castagno/dante-alighieri.jpg,Renaissance Art,Early Renaissance,Andrea del Castagno,Dante Alighieri,1450,face,yes,1.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.2,0.0,0.5,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.0;;;;;
queen-esther.jpg,https://use2-uploads2.wikiart.org/images/andrea-del-castagno/queen-esther.jpg,Renaissance Art,Early Renaissance,Andrea del Castagno,Queen Esther,1450,face,yes,0.8,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.3,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0;;;;;
giovanni-boccaccio.jpg,https://use2-uploads8.wikiart.org/images/andrea-del-castagno/giovanni-boccaccio.jpg,Renaissance Art,Early Renaissance,Andrea del Castagno,Giovanni Boccaccio,1450,face,yes,0.8,0.0,0.1,0.0,0.4,0.0,0.1,0.0,0.2,0.1,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.5,0.0;;;;;
braque-family-triptych-1450(1).jpg,https://use2-uploads4.wikiart.org/images/rogier-van-der-weyden/braque-family-triptych-1450(1).jpg,Renaissance Art,Northern Renaissance,Rogier van der Weyden,Braque Family Triptych,1450,face,yes,1.42,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.333,0.417,0.167,0.083,0.0,0.0,0.083,0.0,0.0,0.0,0.583,0.0;;;;;
madonna-and-child-left-panel-of-diptych-de-melun.jpg,https://use2-uploads4.wikiart.org/images/jean-fouquet/madonna-and-child-left-panel-of-diptych-de-melun.jpg,Renaissance Art,Northern Renaissance,Jean Fouquet,Madonna and Child. Left Panel of Diptych de Melun,1450,face,yes,1.08,0.0,0.083,0.167,0.0,0.0,0.0,0.167,0.167,0.083,0.0,0.5,0.083,0.167,0.0,0.083,0.083,0.0,0.333,0.25,0.0;;;;;
baptism-of-christ-1450(1).jpg,https://use2-uploads8.wikiart.org/images/piero-della-francesca/baptism-of-christ-1450(1).jpg,Renaissance Art,Early Renaissance,Piero della Francesca,Baptism of Christ,1450,face,yes,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.5,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0;;;;;
st-francis-giving-away-his-clothes-vision-of-the-church-militant-and-triumphant.jpg,https://use2-uploads2.wikiart.org/images/benozzo-gozzoli/st-francis-giving-away-his-clothes-vision-of-the-church-militant-and-triumphant.jpg,Renaissance Art,Early Renaissance,Benozzo Gozzoli,St. Francis Giving Away His Clothes, Vision of the Church Militant and Triumphant,1452,face,yes,1.18,0.0,0.0,0.091,0.0,0.091,0.0,0.091,0.182,0.364,0.182,0.0,0.091,0.0,0.0,0.182,0.0,0.0,0.091,0.455,0.0;;;;;
adoration-of-the-shepherds-1456.jpg,https://use2-uploads8.wikiart.org/images/andrea-mantegna/adoration-of-the-shepherds-1456.jpg,Renaissance Art,Early Renaissance,Andrea Mantegna,Adoration of the Shepherds,1456,face,yes,1.31,0.0,0.0,0.231,0.0,0.154,0.077,0.0,0.154,0.462,0.308,0.077,0.0,0.077,0.077,0.0,0.0,0.0,0.154,0.538,0.0;;;;;
isabel-of-portugal-with-st-elizabeth.jpg,https://use2-uploads4.wikiart.org/images/petrus-christus/isabel-of-portugal-with-st-elizabeth.jpg,Renaissance Art,Northern Renaissance,Petrus Christus,Isabella Of Portugal With St. Elizabeth,1458,face,yes,0.4,0.1,0.0,0.1,0.4,0.0,0.0,0.0,0.2,0.2,0.3,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.6,0.0;;;;;
the-adoration-of-the-infant-jesus-1459.jpg,https://use2-uploads4.wikiart.org/images/filippo-lippi/the-adoration-of-the-infant-jesus-1459.jpg,Renaissance Art,Early Renaissance,Filippo Lippi,The Adoration of the Infant Jesus,1459,face,yes,1.3,0.2,0.0,0.1,0.2,0.0,0.0,0.0,0.4,0.4,0.3,0.7,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.7,0.0;;;;;
cases-of-noble-men-and-women.jpg,https://use2-uploads2.wikiart.org/images/jean-fouquet/cases-of-noble-men-and-women.jpg,Renaissance Art,Northern Renaissance,Jean Fouquet,Cases of noble men and women,1460,face,yes,1.09,0.0,0.273,0.182,0.273,0.364,0.0,0.091,0.0,0.182,0.091,0.0,0.091,0.091,0.0,0.0,0.0,0.0,0.182,0.273,0.0;;;;;
the-martyrdom-of-st-stephen-1460.jpg,https://use2-uploads7.wikiart.org/images/filippo-lippi/the-martyrdom-of-st-stephen-1460.jpg,Renaissance Art,Early Renaissance,Filippo Lippi,The Martyrdom of St. Stephen,1460,face,yes,1.8,0.0,0.2,0.2,0.1,0.0,0.1,0.1,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.6,0.0;;;;;
battle-of-fontenoy-en-puisaye-in-841.jpg,https://use2-uploads1.wikiart.org/images/jean-fouquet/battle-of-fontenoy-en-puisaye-in-841.jpg,Renaissance Art,Northern Renaissance,Jean Fouquet,Battle of Fontenoy-en-Puisaye in 841,1460,face,yes,0.5,0.0,0.6,0.1,0.1,0.6,0.2,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0;;;;;
portrait-of-a-lady-1460(1).jpg,https://use2-uploads0.wikiart.org/images/rogier-van-der-weyden/portrait-of-a-lady-1460(1).jpg,Renaissance Art,Northern Renaissance,Rogier van der Weyden,Portrait of a Lady,1460,face,yes,1.36,0.091,0.0,0.091,0.0,0.0,0.0,0.0,0.091,0.091,0.182,0.0,0.0,0.091,0.0,0.364,0.0,0.182,0.0,0.636,0.0;;;;;
the-madonna-del-parto-1460(1).jpg,https://use2-uploads3.wikiart.org/images/piero-della-francesca/the-madonna-del-parto-1460(1).jpg,Renaissance Art,Early Renaissance,Piero della Francesca,Madonna del Parto,1460,face,yes,1.09,0.0,0.091,0.182,0.455,0.182,0.091,0.091,0.0,0.273,0.091,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.364,0.0;;;;;
madonna-with-the-child-1460.jpg,https://use2-uploads4.wikiart.org/images/petrus-christus/madonna-with-the-child-1460.jpg,Renaissance Art,Northern Renaissance,Petrus Christus,Madonna with the Child,1460,face,yes,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.091,0.091,0.091,0.636,0.0,0.0,0.0,0.091,0.091,0.0,0.0,0.455,0.0;;;;;
judith-and-holofernes-1460.jpg,https://use2-uploads6.wikiart.org/images/donatello/judith-and-holofernes-1460.jpg,Renaissance Art,Early Renaissance,Donatello,Judith and Holofernes,1460,face,no,0.27,0.0,0.182,0.0,0.182,0.0,0.273,0.364,0.0,0.0,0.0,0.091,0.091,0.182,0.091,0.182,0.091,0.0,0.0,0.182,0.0;;;;;
the-hunt-in-the-forest.jpg,https://use2-uploads6.wikiart.org/images/paolo-uccello/the-hunt-in-the-forest.jpg,Renaissance Art,Early Renaissance,Paolo Uccello,The Hunt in the Forest,1460,face,yes,-0.42,0.0,0.167,0.083,0.167,0.167,0.25,0.25,0.0,0.0,0.0,0.0,0.083,0.167,0.083,0.25,0.167,0.0,0.0,0.167,0.0;;;;;
the-resurrection(1).jpg,https://use2-uploads2.wikiart.org/images/piero-della-francesca/the-resurrection(1).jpg,Renaissance Art,Early Renaissance,Piero della Francesca,The Resurrection,1460,face,yes,1.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.2,0.1,0.0,0.3,0.0,0.0,0.1,0.8,0.0;;;;;
portrait-of-a-man-1462.jpg,https://use2-uploads3.wikiart.org/images/dirk-bouts/portrait-of-a-man-1462.jpg,Renaissance Art,Northern Renaissance,Dirk Bouts,Portrait of a Man,1462,face,yes,1.7,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.2,0.4,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.5,0.0;;;;;
portrait-of-a-woman-1464.jpg,https://use2-uploads7.wikiart.org/images/rogier-van-der-weyden/portrait-of-a-woman-1464.jpg,Renaissance Art,Northern Renaissance,Rogier van der Weyden,Portrait of a Woman,1464,face,yes,1.0,0.0,0.083,0.083,0.167,0.0,0.083,0.083,0.0,0.167,0.0,0.083,0.083,0.0,0.0,0.333,0.0,0.0,0.083,0.25,0.0;;;;;
triptych-of-st-sebastian-1464.jpg,https://use2-uploads5.wikiart.org/images/jacopo-bellini/triptych-of-st-sebastian-1464.jpg,Renaissance Art,Early Renaissance,Jacopo Bellini,Triptych of St. Sebastian,1464,face,yes,1.62,0.077,0.0,0.077,0.0,0.0,0.077,0.231,0.154,0.0,0.077,0.0,0.077,0.0,0.0,0.231,0.077,0.0,0.077,0.692,0.0;;;;;
a-young-lady-of-fashion.jpg,https://use2-uploads7.wikiart.org/images/paolo-uccello/a-young-lady-of-fashion.jpg,Renaissance Art,Early Renaissance,Paolo Uccello,A Young Lady of Fashion,1464,face,yes,1.73,0.0,0.0,0.2,0.3,0.1,0.0,0.1,0.1,0.2,0.2,0.0,0.3,0.0,0.1,0.1,0.1,0.1,0.1,0.6,0.0;;;;;
